status_id;status_message;link_name;status_type;status_link;date_published;hour_published;num_reactions;num_comments;num_shares;num_likes;num_loves;num_wows;num_hahas;num_sads;num_angrys;num_special
604876072984693_738487122956920;O protesto tem sido um grande aliado da Procuradoria Geral da Fazenda Nacional (PGFN). De março de 2013 até abril deste ano foram enviadas cerca de 250 mil certidões de dívidas ativas para protesto, garantindo a recuperação de mais de R$ 1,4 bilhão. Confira mais detalhes:;PGFN vai recuperar R$ 1,5 bi aos cofres públicos por meio do protesto extrajudicial;link;https://www.youtube.com/watch?v=qOY7zSNY_pk;2016-09-23;08:56:37;16;0;0;16;0;0;0;0;0;0
604876072984693_738171856321780;Quinta-feira de troca de experiências e conhecimentos entre Rio Grande do Sul e Pernambuco. A Gleyce e o Francis do IEPTB - Seção Pernambuco nos visitaram durante todo o dia e conheceram a nossa rotina, estrutura e os procedimentos adotados em cada setor.;Timeline Photos;photo;https://www.facebook.com/protestors/photos/a.606037049535262.1073741828.604876072984693/738171856321780/?type=3;2016-09-22;15:32:34;26;1;3;22;4;0;0;0;0;0
604876072984693_737685929703706;O Tribunal de Justiça do RS e o IEPRO-RS assinaram na tarde desta quarta-feira o convênio para o protesto de certidões de débito de custas e taxa judiciária. Mais um órgão público que passa a contar com as facilidades da Central de Remessa de Arquivos (CRA) e a eficiência do protesto para a recuperação de recursos.;Timeline Photos;photo;https://www.facebook.com/protestors/photos/a.606037049535262.1073741828.604876072984693/737685929703706/?type=3;2016-09-21;14:48:23;26;0;10;25;1;0;0;0;0;0
604876072984693_737525796386386;IEPRO-RS na mídia: a assinatura do convênio com o Tribunal de Justiça do RS é destaque na coluna + Economia do jornal Zero Hora desta quarta-feira. #clipping;Timeline Photos;photo;https://www.facebook.com/protestors/photos/a.606037049535262.1073741828.604876072984693/737525796386386/?type=3;2016-09-21;09:00:00;13;0;4;13;0;0;0;0;0;0
604876072984693_735233813282251;Temos provas e convicção que o protesto é a maneira mais eficiente para receber dívidas!;Timeline Photos;photo;https://www.facebook.com/protestors/photos/a.606037049535262.1073741828.604876072984693/735233813282251/?type=3;2016-09-16;13:57:19;15;1;4;15;0;0;0;0;0;0
604876072984693_734760189996280;Ferramenta extrajudicial, o protesto é ágil e pouco oneroso, dispensando pagamento de custas judiciais, honorário advocatícios e despesas com oficial de justiça. Em três dias úteis, mais de 65% dos títulos e documentos de dívidas encaminhados para protesto são resolvidos.;Timeline Photos;photo;https://www.facebook.com/protestors/photos/a.606037049535262.1073741828.604876072984693/734760189996280/?type=3;2016-09-15;12:49:19;10;0;2;10;0;0;0;0;0;0
604876072984693_733640440108255;"Ao receber a intimação, você tem até três dias úteis para ir ao Cartório onde o protesto foi registrado e realizar a quitação da dívida. No Cartório serão pagos o valor da dívida, os emolumentos, as custas e as demais despesas devidas ao Estado/tabelião.
Durante esse período de três dias úteis, o protesto ainda não foi efetivado. Mas se você não procurar o Cartório para quitar a dívida dentro deste prazo, o protesto terá início.";Timeline Photos;photo;https://www.facebook.com/protestors/photos/a.606037049535262.1073741828.604876072984693/733640440108255/?type=3;2016-09-13;09:07:00;16;0;9;16;0;0;0;0;0;0
604876072984693_731290623676570;Alugou seu imóvel e o inquilino não está pagando em dia? Reúna todos os documentos que comprovem a dívida e vá até o Cartório de Protesto mais próximo.;Timeline Photos;photo;https://www.facebook.com/protestors/photos/a.606037049535262.1073741828.604876072984693/731290623676570/?type=3;2016-09-08;13:12:02;10;0;4;10;0;0;0;0;0;0
604876072984693_727946557344310;Um título ou documento de dívida protestado pode ser o indício de que a pessoa enfrenta dificuldade para manter em dia seus pagamentos. Baixe o aplicativo Pesquisa de Protesto ou acesse www.ieptb.com.br. Não é necessário cadastrar, criar perfil e nem senha. Basta inserir CPF ou CNPJ, selecionar o estado em que a consulta deverá ser feita e o resultado aparecerá na tela. É fácil, rápido e gratuito!;Timeline Photos;photo;https://www.facebook.com/protestors/photos/a.606037049535262.1073741828.604876072984693/727946557344310/?type=3;2016-09-01;11:33:08;10;0;2;10;0;0;0;0;0;0
604876072984693_726441174161515;A 14ª edição do Convergência foi demais! Durante três dias tivemos a oportunidade de expandir e atualizar nossos conhecimentos, trocar experiências com representantes de todos os estados brasileiros e ainda trazer para casa o prêmio Toscano de Brito de melhor CRA do Brasil.;14º Convergência - 24, 25 e 26 de agosto - Balneário Camboriú;photo;https://www.facebook.com/protestors/photos/a.726440587494907.1073741832.604876072984693/726441174161515/?type=3;2016-08-29;12:23:04;23;0;3;22;1;0;0;0;0;0
604876072984693_724667414338891;A melhor CRA do Brasil! Nesta quinta-feira recebemos a premiação de melhor CRA do país. Uma conquista que só foi possível devido ao esforço e dedicação de toda nossa equipe!;Timeline Photos;photo;https://www.facebook.com/protestors/photos/a.606037049535262.1073741828.604876072984693/724667414338891/?type=3;2016-08-26;08:54:35;31;4;2;28;3;0;0;0;0;0
604876072984693_724310391041260;Rio Grande do Sul marcando presença na 14º edição do Convergência em Balneário Camboriú.;Timeline Photos;photo;https://www.facebook.com/protestors/photos/a.606037049535262.1073741828.604876072984693/724310391041260/?type=3;2016-08-25;14:32:49;26;0;0;26;0;0;0;0;0;0
604876072984693_723178074487825;"O protesto é a maneira mais ágil e eficiente para receber uma dívida. A Procuradoria-Geral da Fazenda Nacional já recuperou mais de R$ 1,4 bilhão com a cobrança através do protesto em pouco mais de três anos. 

Confira mais detalhes em http://migre.me/uKhAl";Timeline Photos;photo;https://www.facebook.com/protestors/photos/a.606037049535262.1073741828.604876072984693/723178074487825/?type=3;2016-08-23;12:28:00;12;0;1;12;0;0;0;0;0;0
604876072984693_723140451158254;Erechim sediou nos dias 19 e 20 de agosto o 1° Encontro Notarial e Registral do Norte do RS. Em conjunto com o Colégio Notarial e o Colégio Registral, o IEPRO-RS foi realizador do evento que contou com a presença de 200 pessoas de cerca de 40 municípios. O Instituto de Protesto foi responsável pelo credenciamento dos participantes, com a impressão digital dos crachás com foto, e participou de paineis que abordaram a atuação, os avanços e os serviços realizados.;1° Encontro Notarial e Registral do Norte do RS;photo;https://www.facebook.com/protestors/photos/a.723140434491589.1073741831.604876072984693/723140451158254/?type=3;2016-08-23;08:27:19;11;1;0;11;0;0;0;0;0;0
604876072984693_722807697858196;;Cartórios de Protesto SC;photo;https://www.facebook.com/protestosc/photos/a.112261615862739.1073741828.108315616257339/175576489531251/?type=3;2016-08-22;15:38:03;7;0;0;7;0;0;0;0;0;0
604876072984693_721684777970488;A CNP (Central Nacional de Protesto) e o Cancelamento Eletrônico são os temas abordados pelo IEPRO na manhã deste sábado no 1° Encontro Notarial e Registral da Região Norte do RS.;Timeline Photos;photo;https://www.facebook.com/protestors/photos/a.606037049535262.1073741828.604876072984693/721684777970488/?type=3;2016-08-20;08:27:40;17;0;2;16;1;0;0;0;0;0
604876072984693_721386261333673;A trajetória, os avanços e as perspectivas do IEPRO sendo apresentadas neste momento no 1° Encontro Notarial e Registral do Norte do RS.;Timeline Photos;photo;https://www.facebook.com/protestors/photos/a.606037049535262.1073741828.604876072984693/721386261333673/?type=3;2016-08-19;15:45:25;15;0;1;15;0;0;0;0;0;0
604876072984693_721311354674497;Começando o 1° Encontro Notarial e Registral da Região Norte do RS com credenciamento eletrônico realizado pela nossa equipe.;Timeline Photos;photo;https://www.facebook.com/protestors/photos/a.606037049535262.1073741828.604876072984693/721311354674497/?type=3;2016-08-19;12:16:19;20;0;2;20;0;0;0;0;0;0
604876072984693_717461801726119;Garanta sua presença na 14ª Convergência! Acesse www.convergenciasc2016.com.br, confira a programação e faça sua inscrição para participar do encontro nacional dos Cartórios de Protesto em Balneário Camboriú de 24 a 26 de agosto.;Timeline Photos;photo;https://www.facebook.com/protestors/photos/a.606037049535262.1073741828.604876072984693/717461801726119/?type=3;2016-08-15;09:34:00;7;0;2;7;0;0;0;0;0;0
604876072984693_718098854995747;O Dia dos Pais é só no domingo, mas aqui no IEPRO os papais já ganharam seus presentes!;Timeline Photos;photo;https://www.facebook.com/protestors/photos/a.606037049535262.1073741828.604876072984693/718098854995747/?type=3;2016-08-12;13:49:42;16;1;0;16;0;0;0;0;0;0
604876072984693_717462008392765;Não fique por aí caçando seus devedores! Proteste! Mais de 65% dos títulos encaminhados para protesto são solucionados em até 3 dias úteis. Conheça mais em www.protestors.com.br.;Timeline Photos;photo;https://www.facebook.com/protestors/photos/a.606037049535262.1073741828.604876072984693/717462008392765/?type=3;2016-08-12;08:58:00;23;1;2;22;1;0;0;0;0;0
604876072984693_717459138393052;Está terminando o prazo para garantir seu lugar no ônibus do IEPRO – RS para a 14ª Convergência. Não perca mais tempo!;Timeline Photos;photo;https://www.facebook.com/protestors/photos/a.606037049535262.1073741828.604876072984693/717459138393052/?type=3;2016-08-11;09:24:00;9;0;1;9;0;0;0;0;0;0
604876072984693_717187708420195;Motivos não faltam para participar da 14º Convergência! Faça já sua inscrição em convergenciasc2016.com.br.;Timeline Photos;photo;https://www.facebook.com/protestors/photos/a.606037049535262.1073741828.604876072984693/717187708420195/?type=3;2016-08-10;15:22:39;6;1;1;6;0;0;0;0;0;0
604876072984693_716659708472995;Xangri-Lá sediou no dia 30 de julho a primeira edição do Encontro de Cartórios de Protesto do Litoral Norte do RS. Cerca de 40 representantes de municípios da região tiveram a oportunidade para conhecer as novidades do IEPRO-RS e dialogar sobre os temas que podem melhorar o dia a dia dos tabelionatos de protesto.;1º Encontro de Cartórios de Protesto do Litoral Norte do RS;photo;https://www.facebook.com/protestors/photos/a.716659648473001.1073741830.604876072984693/716659708472995/?type=3;2016-08-09;10:03:04;15;0;0;15;0;0;0;0;0;0
604876072984693_714448952027404;Você já está no clima das Olimpíadas correndo igual ao Usain Bolt atrás dos seus devedores? Não perca mais tempo e fôlego! O protesto é a maneira mais eficiente de receber sua dívida. Saiba mais em www.protestors.com.br.;Timeline Photos;photo;https://www.facebook.com/protestors/photos/a.606037049535262.1073741828.604876072984693/714448952027404/?type=3;2016-08-05;12:15:59;10;0;2;10;0;0;0;0;0;0
604876072984693_714513898687576;;Cartórios de Protesto SC;photo;https://www.facebook.com/protestosc/photos/a.112261615862739.1073741828.108315616257339/165341523888081/?type=3;2016-08-04;14:27:08;3;0;0;3;0;0;0;0;0;0
604876072984693_714353568703609;Na manhã desta quinta-feira estamos participando do painel Tecnologia a Serviço do Fisco e do Cidadão no V SEMAAT - Seminário AIAMU de Administração Tributária Municipal.;Timeline Photos;photo;https://www.facebook.com/protestors/photos/a.606037049535262.1073741828.604876072984693/714353568703609/?type=3;2016-08-04;07:51:19;8;0;2;8;0;0;0;0;0;0
604876072984693_713953038743662;Hoje e amanhã estamos participando do V Seminário AIAMU de Administração Tributária Municipal. No nosso espaço os visitantes têm a oportunidade de conhecer mais sobre o protesto de CDA e a Central de Remessa de Arquivos (CRA).;Timeline Photos;photo;https://www.facebook.com/protestors/photos/a.606037049535262.1073741828.604876072984693/713953038743662/?type=3;2016-08-03;11:20:50;16;0;1;16;0;0;0;0;0;0
604876072984693_712972192175080;"Ainda não garantiu sua presença no Convergência 2016? Não perca mais tempo! Nós vamos disponibilizar transporte gratuito partindo de vários pontos do estado. Confirme sua presença até o dia 10 de agosto pelo e-mail convergencia2016@iepro.com.br. 

Contamos com a sua presença para representar o Rio Grande do Sul no maior encontro de tabeliães de protesto do Brasil.";Timeline Photos;photo;https://www.facebook.com/protestors/photos/a.606037049535262.1073741828.604876072984693/712972192175080/?type=3;2016-08-02;09:32:54;9;0;1;9;0;0;0;0;0;0
604876072984693_712107685594864;Começando agora em Xangri-Lá a primeira edição de encontros com os Tabelionatos de Protesto. Cerca de 40 representantes de municípios do Litoral Norte estão presentes para conhecerem as novidades do IEPRO-RS.;Timeline Photos;photo;https://www.facebook.com/protestors/photos/a.606037049535262.1073741828.604876072984693/712107685594864/?type=3;2016-07-30;09:03:35;15;0;1;15;0;0;0;0;0;0
604876072984693_705084279630538;"Tabeliães e colaboradores, agora falta pouco para o convergência 2016! Contamos com a sua presença para representar o estado do Rio Grande do Sul no maior encontro de Tabeliães de Protesto do Brasil. 

O Instituto de Protesto RS disponibilizará transporte gratuito para o evento. Os ônibus partirão de diversos pontos do Estado! Não tem desculpa para não participar!";Timeline Photos;photo;https://www.facebook.com/protestors/photos/a.606037049535262.1073741828.604876072984693/705084279630538/?type=3;2016-07-14;15:28:55;9;0;3;9;0;0;0;0;0;0
604876072984693_704616019677364;Além da praticidade, o protesto é a forma mais ágil de cobrança! Saiba mais em protestors.com.br;Timeline Photos;photo;https://www.facebook.com/protestors/photos/a.606037049535262.1073741828.604876072984693/704616019677364/?type=3;2016-07-13;13:35:04;5;0;4;5;0;0;0;0;0;0
604876072984693_699598963512403;É dia de arraial aqui no Instituto de Protesto RS!;Timeline Photos;photo;https://www.facebook.com/protestors/photos/a.606037049535262.1073741828.604876072984693/699598963512403/?type=3;2016-07-01;13:43:52;17;1;8;15;2;0;0;0;0;0
604876072984693_695753213896978;"É o protesto ajudando a recuperar dinheiro público!
Protesto o jeito mais eficiente de se cobrar uma dívida.";Protesto de CDAs possui taxa de recuperação de 19%;link;http://www.pgfn.fazenda.gov.br/noticias_carrossel/protesto-de-cdas-possui-taxa-de-recuperacao-de-19;2016-06-22;13:38:20;10;0;0;10;0;0;0;0;0;0
604876072984693_690488591090107;"Porque sexta-feira é o dia oficial da descontração!

Quer saber como cobrar uma dívida? Acesse: www.protestors.com.br";Timeline Photos;photo;https://www.facebook.com/protestors/photos/a.606037049535262.1073741828.604876072984693/690488591090107/?type=3;2016-06-10;12:45:36;334;7;60;307;3;0;24;0;0;0
604876072984693_689586911180275;"Você sabia que agora é possível consultar CPF e CNPJ gratuitamente?
Baixe o app Consulta de Protestos em sua loja de aplicativos.
Consulte cidades participantes em: protestors.com.br";Consulta Nacional de Protesto - By IEPRO;video;https://www.youtube.com/watch?v=cvSJ8eq69P8;2016-06-08;14:31:00;10;0;2;10;0;0;0;0;0;0
604876072984693_686873888118244;"Chega de correr atrás dos devedores! Vá até o Cartório de Protesto da sua cidade e descubra a maneira mais eficiente de cobrar suas dívidas.
Acesse www.protestors.com.br";Timeline Photos;photo;https://www.facebook.com/protestors/photos/a.606037049535262.1073741828.604876072984693/686873888118244/?type=3;2016-06-02;14:52:17;475;4;43;466;2;0;6;0;1;0
604876072984693_682750115197288;"A  cidade de Bento Gonçalves agora conta com a Consulta Nacional de Protestos. Na prática, a partir de agora, todo cidadão ou empresa poderá consultar de forma totalmente gratuita e online a presença ou ausência de protestos de títulos na cidade. 
Confira a matéria completa: http://www.serranossa.com.br/noticias/geral/consulta-gratuita-de-protestos-esta-disponivel-a-populao-de-bento-gonalves";Timeline Photos;photo;https://www.facebook.com/protestors/photos/a.606037049535262.1073741828.604876072984693/682750115197288/?type=3;2016-05-23;15:18:51;9;0;2;9;0;0;0;0;0;0
604876072984693_671117773027189;;Timeline Photos;photo;https://www.facebook.com/protestors/photos/a.606037049535262.1073741828.604876072984693/671117773027189/?type=3;2016-05-12;09:40:00;8;0;1;8;0;0;0;0;0;0
604876072984693_671121609693472;Do Oiapoque ao Chuí: todos os Estados contam com Institutos de Estudos de Protestos. É um esforço conjunto liderado pelo IEPTB para facilitar a vida de todo mundo e melhorar os processos de cobranças de dívidas!;Timeline Photos;photo;https://www.facebook.com/protestors/photos/a.606037049535262.1073741828.604876072984693/671121609693472/?type=3;2016-05-10;09:54:00;8;0;2;8;0;0;0;0;0;0
604876072984693_671110986361201;Além da praticidade, o protesto é a forma mais ágil de cobrança! Conheça mais em -> protestors.com.br;Timeline Photos;photo;https://www.facebook.com/protestors/photos/a.606037049535262.1073741828.604876072984693/671110986361201/?type=3;2016-05-05;14:19:08;11;0;2;11;0;0;0;0;0;0
604876072984693_674038009401832;A Central de Remessa de Arquivos é um dos gerenciamentos do IEPRO RS. Assista e conheça nossa estrutura!;A Conhecendo a CRA - Instituto de Esudos Protestos do RS;video;https://www.youtube.com/watch?v=75guri7bevc&feature=youtu.be;2016-05-03;12:01:42;16;0;17;16;0;0;0;0;0;0
604876072984693_671111069694526;Fácil, rápido e para todos! Saiba mais em www.protestors.com.br;Timeline Photos;photo;https://www.facebook.com/protestors/photos/a.606037049535262.1073741828.604876072984693/671111069694526/?type=3;2016-04-28;14:00:00;11;0;0;11;0;0;0;0;0;0
604876072984693_671111979694435;"Conheça a Consulta Nacional de Protesto, ferramenta que permite consultar de forma totalmente gratuita a base nacional de protestos.  

Ficou curioso? Acesse -> protestors.com.br e conheça as cidades participantes!";Consulta Nacional de Protesto - IEPRO;video;https://www.youtube.com/watch?v=9HgW4Qt-kGE;2016-04-26;15:00:00;6;0;9;6;0;0;0;0;0;0
604876072984693_667827643356202;APLAUDIDO DE PÉ! Clóvis de Barros Filho, convidado do IEPRO RS, deu uma verdadeira aula de ética no X Encontro Notarial e Registral do RS, neste último sábado, em Canela. Só podemos agradecer pelas lições e pela simpatia!;Timeline Photos;photo;https://www.facebook.com/protestors/photos/a.606037049535262.1073741828.604876072984693/667827643356202/?type=3;2016-04-18;13:30:26;13;0;1;13;0;0;0;0;0;0
604876072984693_666586240147009;IEPRO RS é presença confirmada no 10° Encontro Notarial e Registral do RS em Canela!;Timeline Photos;photo;https://www.facebook.com/protestors/photos/a.606037049535262.1073741828.604876072984693/666586240147009/?type=3;2016-04-15;15:32:40;10;0;0;10;0;0;0;0;0;0
604876072984693_666575740148059;A palestra de Clóvis de Barros Filho, referência brasileira no campo da ética, ganhou destaque no Jornal do Comércio de hoje! Clóvis é nosso convidado pada o Encontro Notarial e Registral do RS, em Canela, neste sábado!;Timeline Photos;photo;https://www.facebook.com/protestors/photos/a.606037049535262.1073741828.604876072984693/666575740148059/?type=3;2016-04-15;15:05:40;2;0;0;2;0;0;0;0;0;0
604876072984693_647048875434079;É com um imenso prazer e com a sensação de missão cumprida que nos despedimos da Festa Nacional da Uva. Foram 18 dias em que o Protesto foi o grande protagonista. Um muitíssimo obrigado a toda equipe e parceiros que fizeram deste evento um sucesso!;Timeline Photos;photo;https://www.facebook.com/protestors/photos/a.606037049535262.1073741828.604876072984693/647048875434079/?type=3;2016-03-07;15:24:09;10;0;2;10;0;0;0;0;0;0
604876072984693_647021478770152;Lançamento da Consulta Nacional de Protestos na Festa Nacional Da Uva - Caxias Do Sul é um dos destaques da coluna do jornalista Affonso Ritter, no Jornal do Comércio. Quer entender melhor sobre essa ferramenta gratuita? Acesse: www.protestors.com.br;Photos from Cartórios de Protesto RS's post;photo;https://www.facebook.com/protestors/photos/a.606037049535262.1073741828.604876072984693/647018908770409/?type=3;2016-03-07;13:14:02;12;1;4;12;0;0;0;0;0;0
604876072984693_644917108980589;Estande do IEPRO RS é notícia no programa Gaúcha Hoje desta manhã. Confira o audio em: https://soundcloud.com/rodrigo-santanna-379607201/iepro-radio-gaucha-serra-gaucha-hoje;IEPRO - Radio Gaucha Serra - Gaucha Hoje;link;https://soundcloud.com/rodrigo-santanna-379607201/iepro-radio-gaucha-serra-gaucha-hoje;2016-03-01;15:59:37;17;0;11;17;0;0;0;0;0;0
604876072984693_640977862707847;Instituto de Protestos movimentando a Festa Nacional da Uva. Vem pra cá!!!;Timeline Photos;photo;https://www.facebook.com/protestors/photos/a.606037049535262.1073741828.604876072984693/640977862707847/?type=3;2016-02-20;11:56:58;10;0;1;10;0;0;0;0;0;0
604876072984693_640627786076188;O IEPRO RS é presença confirmada na Festa Nacional da Uva! Venha conferir nosso estande e conhecer a CNP - Consulta Nacional de Protestos.;Timeline Photos;photo;https://www.facebook.com/protestors/photos/a.606037049535262.1073741828.604876072984693/640627786076188/?type=3;2016-02-19;12:52:35;13;0;5;13;0;0;0;0;0;0
604876072984693_630046290467671;Você imagina que o serviço de protesto pode ser utilizado apenas por empresas? Nada disso, todas as pessoas, físicas ou jurídicas, podem utilizar o protesto para cobrar uma dívida de forma simples, segura e eficiente.;Timeline Photos;photo;https://www.facebook.com/protestors/photos/a.606037049535262.1073741828.604876072984693/630046290467671/?type=3;2016-01-22;07:35:11;4;0;3;4;0;0;0;0;0;0
604876072984693_627393204066313;"Com organização e comprometimento não há desafio que não possa ser cumprido! 

Um ótimo final de semana para todos :)";Timeline Photos;photo;https://www.facebook.com/protestors/photos/a.606037049535262.1073741828.604876072984693/627393204066313/?type=3;2016-01-15;11:36:40;4;0;3;4;0;0;0;0;0;0
604876072984693_623619474443686;"O ano chegou ao fim, mas muita gente ainda não tem ideia do que fazer diferente para ter um ano melhor do ponto de vista financeiro. Ter uma planilha de orçamento e fazer o possível para respeitar esse planejamento é uma promessa que deve sair do papel por quem está atrás de tranquilidade financeira.

Baixe aqui uma planilha modelo e comece a se organizar: https://goo.gl/4NAKQ1";Timeline Photos;photo;https://www.facebook.com/protestors/photos/a.606037049535262.1073741828.604876072984693/623619474443686/?type=3;2016-01-04;13:05:36;118;0;3;118;0;0;0;0;0;0
604876072984693_616099821862318;Fazenda assina termo de cooperação técnica com o Instituto de Estudos e Protestos do RS para executar a cobrança extrajudicial todo e qualquer crédito tributário inscrito em dívida ativa;Devedor de imposto estará sujeito a protesto a partir de janeiro;link;http://www.rs.gov.br/conteudo/230918/devedor-de-imposto-estara-sujeito-a-protesto-a-partir-de-janeiro;2015-12-16;12:19:59;5;0;2;5;0;0;0;0;0;0
604876072984693_615806388558328;"No início da tarde de hoje nos reunimos com a Secretaria da Fazenda do Rio Grande do Sul (SEFAZ) para assinar o  convênio que permitirá o protesto de impostos estaduais como IPVA e de ITCD. A medida tem como objetivo de ampliar a eficiência na cobrança dos créditos tributários e evitar o acúmulo de processos de execução fiscal na Justiça.

Veja mais em: http://goo.gl/C8pGQm";Photos from Cartórios de Protesto RS's post;photo;https://www.facebook.com/protestors/photos/a.606037049535262.1073741828.604876072984693/615804708558496/?type=3;2015-12-15;14:10:01;5;0;0;5;0;0;0;0;0;0
604876072984693_614587832013517;"Com o objetivo de desafogar o número de processos na Justiça do Amazonas e facilitar a recuperação do crédito de devedores de custas judiciais, o Tribunal de Justiça do Amazonas  e o IEPTB-AM estão organizando meios alternativos para a quitação de dívidas com a Justiça. 

Saiba mais em: http://goo.gl/zyYgYO";TJAM e IEPTB-AM implementam a ferramenta PROTESTAJUD;link;http://www.tjam.jus.br/index.php?option=com_content&view=article&id=7739%3Atjam-e-ieptb-am-implementam-a-ferramenta-protestajud&catid=33%3Act-destaque-noticias&Itemid=185;2015-12-11;13:16:47;4;0;8;4;0;0;0;0;0;0
604876072984693_613884415417192;Inovação, pesquisas e debates estão em nosso DNA!;Timeline Photos;photo;https://www.facebook.com/protestors/photos/a.606037049535262.1073741828.604876072984693/613884415417192/?type=3;2015-12-09;10:48:48;96;0;30;96;0;0;0;0;0;0
604876072984693_613559248783042;Protesto a solução mais eficiente para reaver uma dívida  também pode ser utilizados por órgãos públicos! Esta é uma importante ferramenta para que possamos ter resultados positivos e favoráveis ao Estado, principalmente em momentos de crise.;Timeline Photos;photo;https://www.facebook.com/protestors/photos/a.606037049535262.1073741828.604876072984693/613559248783042/?type=3;2015-12-08;08:00:45;4;0;2;4;0;0;0;0;0;0
604876072984693_611377105667923;Precisa cobrar uma dívida? Procure o cartório da sua cidade e proteste! É rápido, fácil e para todos.;Timeline Photos;photo;https://www.facebook.com/protestors/photos/a.606037049535262.1073741828.604876072984693/611377105667923/?type=3;2015-11-30;14:05:12;2;0;6;2;0;0;0;0;0;0
604876072984693_609705879168379;"Qualquer documento que demonstre a existência de uma dívida em dinheiro pode ser protestado, caso a dívida já esteja vencida e não tenha sido paga. 

Procure o cartório da sua cidade e proteste! É rápido, fácil e para todos.";Timeline Photos;photo;https://www.facebook.com/protestors/photos/a.606037049535262.1073741828.604876072984693/609705879168379/?type=3;2015-11-24;14:24:35;5;0;0;5;0;0;0;0;0;0
604876072984693_608079172664383;Fique por dentro do mundo dos protestos com o IEPRO RS!;Timeline Photos;photo;https://www.facebook.com/protestors/photos/a.606037049535262.1073741828.604876072984693/608079172664383/?type=3;2015-11-18;12:17:31;5;0;2;5;0;0;0;0;0;0
604876072984693_606200999518867;"Sim, mas nesse caso você deve declarar no verso do documento a importância já recebida e solicitar o protesto pelo saldo devedor.

Saiba mais em: iepro.com.br";Timeline Photos;photo;https://www.facebook.com/protestors/photos/a.606037049535262.1073741828.604876072984693/606200999518867/?type=3;2015-11-11;11:07:00;8;0;5;8;0;0;0;0;0;0
604876072984693_606198309519136;"Na tarde da última terça-feira nos reunimos com a PGE (Procuradoria Geral do Estado) para assinar o termo de cooperação técnica que permitirá o protesto de certidões de dívida ativa do Estado (CDA) e de títulos executivos emitidos pelo Tribunal de Contas do Estado (TCE).

Estamos muito empolgados com essa parceria!
Saiba mais em: http://goo.gl/Pkvb3n";Photos from Cartórios de Protesto RS's post;photo;https://www.facebook.com/protestors/photos/a.606037049535262.1073741828.604876072984693/606196872852613/?type=3;2015-11-11;06:38:08;10;1;7;10;0;0;0;0;0;0
